"Season","Daynum","Wteam","Wscore","Lteam","Lscore","Wloc","Numot","WinningTeam","LosingTeam","WinningTeamSeed","LosingTeamSeed"
"2015","136","1112","93","1411","72","N","0","Arizona","TX Southern","02","15"
"2015","136","1116","56","1459","53","N","0","Arkansas","Wofford","05","12"
"2015","136","1139","56","1400","48","N","0","Butler","Texas","06","11"
"2015","136","1153","66","1345","65","N","1","Cincinnati","Purdue","08","09"
"2015","136","1207","84","1186","74","N","0","Georgetown","E Washington","04","13"
"2015","136","1209","57","1124","56","N","0","Georgia St","Baylor","14","03"
"2015","136","1246","79","1214","56","N","0","Kentucky","Hampton","01","16a"
"2015","136","1301","66","1261","65","N","0","NC State","LSU","08","09"
"2015","136","1314","67","1217","65","N","0","North Carolina","Harvard","04","13"
"2015","136","1323","69","1318","65","N","0","Notre Dame","Northeastern","03","14"
"2015","136","1326","75","1433","72","N","1","Ohio St","VA Commonwealth","10","07"
"2015","136","1412","60","1235","59","N","0","UAB","Iowa St","14","03"
"2015","136","1417","60","1374","59","N","0","UCLA","SMU","11","06"
"2015","136","1428","57","1372","50","N","0","Utah","SF Austin","05","12"
"2015","136","1437","93","1248","52","N","0","Villanova","Lafayette","01","16"
"2015","136","1462","76","1279","57","N","0","Xavier","Mississippi","06","11b"
"2015","137","1173","66","1344","53","N","0","Dayton","Providence","11b","06"
"2015","137","1181","85","1352","56","N","0","Duke","Robert Morris","01","16b"
"2015","137","1211","86","1295","76","N","0","Gonzaga","N Dakota St","02","15"
"2015","137","1234","83","1172","52","N","0","Iowa","Davidson","07","10"
"2015","137","1242","75","1308","56","N","0","Kansas","New Mexico St","02","15"
"2015","137","1257","57","1414","55","N","0","Louisville","UC Irvine","04","13"
"2015","137","1268","65","1434","62","N","0","Maryland","Valparaiso","04","13"
"2015","137","1277","70","1208","63","N","0","Michigan St","Georgia","07","10"
"2015","137","1320","71","1461","54","N","0","Northern Iowa","Wyoming","05","12"
"2015","137","1328","69","1107","60","N","0","Oklahoma","Albany NY","03","14"
"2015","137","1332","79","1329","73","N","0","Oregon","Oklahoma St","08","09"
"2015","137","1361","76","1385","64","N","0","San Diego St","St John's","08","09"
"2015","137","1438","79","1125","67","N","0","Virginia","Belmont","02","15"
"2015","137","1452","68","1138","62","N","0","West Virginia","Buffalo","05","12"
"2015","137","1455","81","1231","76","N","0","Wichita St","Indiana","07","10"
"2015","137","1458","86","1157","72","N","0","Wisconsin","Coastal Car","01","16"
"2015","138","1112","73","1326","58","N","0","Arizona","Ohio St","02","10"
"2015","138","1246","64","1153","51","N","0","Kentucky","Cincinnati","01","08"
"2015","138","1301","71","1437","68","N","0","NC State","Villanova","08","01"
"2015","138","1314","87","1116","78","N","0","North Carolina","Arkansas","04","05"
"2015","138","1323","67","1139","64","N","1","Notre Dame","Butler","03","06"
"2015","138","1417","92","1412","75","N","0","UCLA","UAB","11","14"
"2015","138","1428","75","1207","64","N","0","Utah","Georgetown","05","04"
"2015","138","1462","75","1209","67","N","0","Xavier","Georgia St","06","14"
"2015","139","1181","68","1361","49","N","0","Duke","San Diego St","01","08"
"2015","139","1211","87","1234","68","N","0","Gonzaga","Iowa","02","07"
"2015","139","1257","66","1320","53","N","0","Louisville","Northern Iowa","04","05"
"2015","139","1277","60","1438","54","N","0","Michigan St","Virginia","07","02"
"2015","139","1328","72","1173","66","N","0","Oklahoma","Dayton","03","11b"
"2015","139","1452","69","1268","59","N","0","West Virginia","Maryland","05","04"
"2015","139","1455","78","1242","65","N","0","Wichita St","Kansas","07","02"
"2015","139","1458","72","1332","65","N","0","Wisconsin","Oregon","01","08"
"2015","143","1112","68","1462","60","N","0","Arizona","Xavier","02","06"
"2015","143","1246","78","1452","39","N","0","Kentucky","West Virginia","01","05"
"2015","143","1323","81","1455","70","N","0","Notre Dame","Wichita St","03","07"
"2015","143","1458","79","1314","72","N","0","Wisconsin","North Carolina","01","04"
"2015","144","1181","63","1428","57","N","0","Duke","Utah","01","05"
"2015","144","1211","74","1417","62","N","0","Gonzaga","UCLA","02","11"
"2015","144","1257","75","1301","65","N","0","Louisville","NC State","04","08"
"2015","144","1277","62","1328","58","N","0","Michigan St","Oklahoma","07","03"
"2015","145","1246","68","1323","66","N","0","Kentucky","Notre Dame","01","03"
"2015","145","1458","85","1112","78","N","0","Wisconsin","Arizona","01","02"
"2015","146","1181","66","1211","52","N","0","Duke","Gonzaga","01","02"
"2015","146","1277","76","1257","70","N","1","Michigan St","Louisville","07","04"
"2015","152","1181","81","1277","61","N","0","Duke","Michigan St","01","07"
"2015","152","1458","71","1246","64","N","0","Wisconsin","Kentucky","01","01"
"2015","154","1181","68","1458","63","N","0","Duke","Wisconsin","01","01"
